,start_time,end_time,sid
0,35.13000107,35.54999924,1
1,36.84000015,36.99000168,1
2,36.99000168,37.34000015,1
3,37.34000015,37.68000031,1
4,39.11999893,39.81999969,1
5,39.86000061,40.43999863,1
6,40.61000061,41.02000046,1
7,41.02000046,41.31000137,1
8,41.81000137,41.90000153,1
9,41.90000153,41.97000122,1
10,41.97000122,42.20000076,1
11,42.27000046,42.33000183,1
12,42.33000183,42.41999817,1
13,42.41999817,42.49000168,1
14,42.49000168,42.83000183,1
15,42.83000183,42.95000076,1
16,42.95000076,43.25,1
17,47.47999954,47.56000137,0
18,47.56000137,47.68999863,0
19,47.68999863,47.77000046,0
20,47.77000046,47.81999969,0
21,47.81999969,48.04999924,0
22,48.04999924,48.40999985,0
23,49.00999832,49.47999954,1
24,49.5,49.65999985,1
25,49.65999985,50.06000137,1
26,50.31999969,50.41999817,1
27,50.41999817,50.63000107,1
28,50.47999954,50.68999863,0
29,50.63000107,50.77000046,1
30,50.68999863,50.84999847,0
31,50.77000046,51.31999969,1
32,50.81000137,50.97000122,0
33,50.97000122,51.15999985,0
34,51.15999985,51.34999847,0
35,51.34999847,51.52999878,0
36,51.52999878,51.68000031,0
37,51.68000031,51.81999969,0
38,51.81999969,51.95000076,0
39,51.95000076,52.08000183,0
40,52.08000183,52.65999985,0
41,53.22999954,53.47000122,1
42,53.47000122,53.97000122,1
43,53.97000122,54.36000061,0
44,54.27000046,54.59000015,1
45,54.70999908,55.15999985,0
46,55.15999985,55.29000092,0
47,55.29999924,55.43000031,0
48,55.43000031,55.63999939,0
49,55.63999939,55.75,0
50,55.75,55.86000061,0
51,55.86000061,55.97000122,0
52,55.97000122,56.40000153,0
53,56.24000168,56.58000183,1
54,56.58000183,56.72000122,1
55,56.72000122,57.13000107,1
56,58.18000031,58.59000015,1
57,58.81000137,59.06999969,1
58,59.06999969,59.27000046,1
59,59.25999832,59.36000061,1
60,59.36000061,59.40000153,1
61,59.45000076,59.54000092,1
62,59.86000061,60.02000046,1
63,60.02000046,60.29999924,1
64,60.54999924,60.77000046,1
65,60.77000046,60.90000153,1
66,60.90000153,61.20000076,1
67,61.29000092,61.36000061,1
68,61.36000061,61.54999924,1
69,61.54999924,61.86999893,1
70,61.86999893,62.18999863,1
71,62.18999863,62.45999908,1
72,62.45999908,62.68999863,1
73,62.68999863,63.04000092,1
74,63.04000092,63.24000168,1
75,63.24000168,63.36999893,1
76,63.36999893,63.52000046,1
77,63.52000046,63.83000183,1
78,63.83000183,64.51000214,1
79,64.73999786,65.16000366,1
80,65.16000366,65.47000122,1
81,65.59999847,65.88999939,1
82,66.15000153,66.26000214,1
83,66.26000214,66.44000244,1
84,66.44000244,66.63999939,1
85,67.77999878,68.04000092,0
86,68.04000092,68.23999786,0
87,68.23999786,68.77999878,0
88,69.05999756,69.27999878,1
89,69.27999878,69.43000031,1
90,69.43000031,69.5,1
91,69.5,69.66000366,1
92,69.66000366,69.81999969,1
93,69.81999969,70.20999908,1
94,70.40000153,70.58000183,1
95,70.58000183,70.73999786,1
96,70.73999786,70.83999634,1
97,70.83999634,71.12999725,1
98,71.31999969,71.37000275,0
99,71.37000275,71.76999664,0
100,71.76999664,72.0,0
101,72.0,72.12999725,0
102,72.12999725,72.33999634,0
103,72.33999634,72.5,0
104,72.94999695,73.62000275,1
105,73.62000275,74.77999878,1
106,77.04000092,77.51999664,1
107,79.06999969,79.16999817,1
108,79.16999817,79.37000275,1
109,79.37000275,79.52999878,1
110,79.54000092,79.72000122,1
111,79.72000122,79.90000153,1
112,79.95999908,80.47000122,1
