,start_time,end_time,sid
0,5.679999828,5.78000021,1
1,5.78000021,5.889999867,1
2,5.889999867,5.980000018999999,1
3,5.980000018999999,6.340000152999999,1
4,6.619999886,6.860000134,0
5,7.519999981000001,7.619999886,1
6,7.619999886,7.789999962,1
7,7.789999962,7.849999905,1
8,7.849999905,7.960000037999999,1
9,7.960000037999999,8.180000305,1
10,8.180000305,8.279999733,1
11,8.279999733,8.670000076,1
12,10.80000019,11.31999969,1
13,11.93999958,12.17000008,1
14,12.17000008,12.65999985,1
15,13.05000019,13.55000019,0
16,52.38999939,53.24000168,1
17,57.59000015,57.72000122,0
18,57.72000122,57.84000015,0
19,57.84000015,58.40000153,0
20,58.24000168,58.66999817,1
21,58.61000061,58.86000061,0
22,58.66999817,58.86000061,1
23,58.86000061,58.93999863,1
24,58.93999863,59.18000031,1
25,59.04999924,59.5,0
26,59.5,59.61999893,0
27,59.61999893,59.75,0
28,59.75,59.86999893,0
29,59.86999893,60.00999832,0
30,60.00999832,60.65999985,0
31,60.38999939,60.54999924,1
32,60.54999924,60.70999908,1
33,60.70999908,60.91999817,1
34,60.91999817,61.04999924,1
35,61.04999924,61.18000031,1
36,61.18000031,61.27999878,1
37,61.27999878,61.50999832,1
38,61.50999832,61.72000122,1
39,61.72000122,61.83000183,1
40,61.83000183,62.00999832,1
41,62.00999832,62.31000137,1
42,62.31000137,62.59000015,1
43,62.59000015,63.11999893,1
44,63.11999893,63.31999969,1
45,63.38999939,63.58000183,1
46,63.58000183,63.72999954,1
47,63.72999954,63.97000122,1
48,63.97000122,64.18000031,1
49,64.18000031,64.44999695,1
50,64.44999695,64.56999969,1
51,64.56999969,64.69999695,1
52,64.69999695,64.86000061,1
53,64.86000061,65.02999878,1
54,65.02999878,65.43000031,1
55,65.43000031,65.58999634,1
56,65.58999634,66.0,1
57,66.08999634,66.23999786,1
58,66.23999786,66.58999634,1
59,68.37999725,68.56999969,1
60,68.63999939,68.76000214,1
61,68.76000214,68.98999786,1
62,70.12999725,70.30000305,1
63,70.30000305,70.55000305,1
64,70.55000305,70.76999664,1
65,70.76999664,70.94000244,1
66,70.94000244,71.12999725,1
67,71.12999725,71.56999969,1
68,71.80000305,71.94000244,1
69,71.94000244,72.18000031,1
70,72.18000031,72.73000336,1
71,72.73000336,73.12000275,1
72,73.12000275,73.55999756,1
73,73.55999756,73.86000061,1
74,73.86000061,74.0,1
75,74.0,74.13999939,1
76,74.13999939,74.54000092,1
77,74.98999786,75.34999847,1
78,75.34999847,75.94000244,1
79,76.62000275,77.31999969,1
80,78.08000183,78.33000183,1
81,78.33000183,78.43000031,1
82,78.43000031,78.76000214,1
83,78.76000214,79.06999969,1
84,79.31999969,79.77999878,1
85,79.77999878,80.80999756,1
86,80.80999756,81.16000366,1
87,81.16000366,81.44999695,1
88,81.44999695,82.06999969,1
89,82.34999847,82.87999725,1
90,82.87999725,83.77999878,1
91,84.15000153,84.66000366,1
