,start_time,end_time,sid
0,44.63999939,45.27000046,1
1,46.18999863,46.36999893,1
2,46.36999893,46.77999878,1
3,46.77999878,47.22000122,1
4,49.25,49.56000137,1
5,49.56000137,50.08000183,1
6,50.31000137,50.79000092,1
7,50.79000092,50.90999985,1
8,50.90999985,51.06999969,1
9,51.06999969,51.59999847,1
10,52.65999985,53.02999878,1
11,53.02999878,53.52000046,1
12,54.24000168,54.49000168,1
13,54.59999847,54.84999847,1
14,54.99000168,55.11000061,1
15,55.11000061,55.22000122,1
16,55.22000122,55.33000183,1
17,55.33000183,55.74000168,1
18,55.74000168,55.90000153,1
19,55.90000153,56.04999924,1
20,56.04999924,56.16999817,1
21,56.16999817,56.93000031,1
22,57.11000061,57.49000168,0
23,57.75,58.40000153,1
24,58.83000183,59.11000061,1
25,59.11000061,59.22999954,1
26,59.22999954,59.36000061,1
27,59.36000061,59.79999924,1
28,59.95000076,60.11999893,1
29,60.11999893,60.29999924,1
30,60.29999924,60.43999863,1
31,60.43999863,60.65000153,1
32,60.65000153,60.84999847,1
33,60.84999847,61.02999878,1
34,61.02999878,61.5,1
35,61.72999954,62.04999924,1
36,62.04999924,62.22999954,1
37,62.22999954,62.31000137,1
38,62.31000137,62.41999817,1
39,62.41999817,62.52000046,1
40,62.52000046,62.77999878,1
41,62.77999878,63.06999969,1
42,63.06999969,63.38000107,1
43,63.38000107,63.72000122,1
44,63.72000122,64.34999847,1
45,64.72000122,64.97000122,1
46,64.97000122,65.12000275,1
47,65.12000275,65.23000336,1
48,65.23000336,65.51999664,1
49,66.12000275,66.69999695,1
50,67.18000031,67.52999878,1
51,67.65000153,68.18000031,1
52,69.48000336,69.59999847,0
53,69.59999847,69.87000275,0
54,70.54000092,70.77999878,1
55,71.18000031,71.30999756,0
56,71.30999756,71.55999756,0
57,73.55000305,73.79000092,1
58,73.79000092,74.05999756,1
59,74.05999756,74.37000275,1
60,74.37000275,74.5,1
61,74.5,74.68000031,1
62,74.68000031,75.18000031,1
63,75.25,75.66000366,1
64,75.66000366,75.90000153,1
65,76.04000092,76.26999664,1
66,76.26999664,76.48000336,1
67,76.48000336,76.73999786,1
68,76.73999786,77.09999847,1
69,77.33999634,77.66000366,1
70,77.66000366,78.11000061,1
71,78.11000061,78.73999786,1
72,78.76999664,79.09999847,1
73,79.66000366,80.05000305,1
74,80.05000305,80.48999786,1
75,80.88999939,80.97000122,1
76,80.97000122,81.16999817,1
